Operating Temperature (¡æ),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),Membrane Thickness (¦Ìm),EW,QUALIFIED,Current at 2.0 V
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.3<ICA<=0.4,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.7015
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.48771
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.36761
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,40<PT<=60,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.70918
50<TEMP<=60,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,20<PT<=40,1<ICC<=2,AL<=0.25,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.89234
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.5<ICC<=0.7,AL<=0.25,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.34466
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,4.63587
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,4.18756
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.5<ICC<=0.7,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,4.28932
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,4.39963
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,4.15601
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,3.91792
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,40<PT<=60,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.87572
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.94395
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,25<RU<=50,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.7565
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,0<RU<=25,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.47874
TEMP<=30,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.59336
30<TEMP<=40,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.73764
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.82404
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.91941
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.96384
50<TEMP<=60,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,ICA>1.5,0<PT<=20,ICC>2,AL>1.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,1.6338
50<TEMP<=60,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,ICA>1.5,0<PT<=20,ICC>2,AL>1.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,1.32004
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.5<AL<=0.75,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.25875
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,7.31062
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,8.75502
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.5<ICA<=0.75,PURE PT,ICC>2,AL>1.5,CL>0.5,MEMBRANE>175,1000<EW<=1100,DISQUALIFIED,1.09792
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,PURE PT,ICC>2,AL>1.5,CL>0.5,MEMBRANE>175,1000<EW<=1100,DISQUALIFIED,1.20602
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,PURE PT,ICC>2,AL>1.5,CL>0.5,MEMBRANE>175,1000<EW<=1100,DISQUALIFIED,1.23807
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,50<IR<=75,0<RU<=25,15<O<=25,0.4<ICA<=0.5,20<PT<=40,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.99483
80<TEMP<=90,PRESS=1,6<FR<=24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PT FREE,1<ICC<=2,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,DISQUALIFIED,0.73064
TEMP<=30,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.46384
30<TEMP<=40,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.86838
40<TEMP<=50,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,3.27291
50<TEMP<=60,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,3.69659
60<TEMP<=70,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,4.06503
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,4.48294
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,4.87267
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,4.42622
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,PURE IR,RU FREE,O FREE,0.1<ICA<=0.2,PT FREE,1<ICC<=2,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.93295
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,PURE IR,RU FREE,O FREE,0.3<ICA<=0.4,PT FREE,1<ICC<=2,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.07653
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,PURE IR,RU FREE,O FREE,0.4<ICA<=0.5,PT FREE,1<ICC<=2,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.14334
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,PURE IR,RU FREE,O FREE,0.2<ICA<=0.3,0<PT<=20,0.5<ICC<=0.7,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.66014
70<TEMP<=80,2<PRESS<=3,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,PURE PT,ICC>2,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.93482
70<TEMP<=80,2<PRESS<=3,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,0.75<ICA<1.5,PURE PT,ICC>2,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.38025
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.75<AL<=1,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.17321
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0.3<ICC<=0.4,0.5<AL<=0.75,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,5.2552
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,25<IR<=50,RU FREE,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0.5<ICC<=0.7,0.25<AL<=0.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.46352
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,40<PT<=60,0<ICC<=0.3,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.85
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,40<PT<=60,0<ICC<=0.3,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.275
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,40<PT<=60,0<ICC<=0.3,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.47
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,40<PT<=60,0<ICC<=0.3,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.559
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,40<PT<=60,0<ICC<=0.3,AL<=0.25,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.559
TEMP<=30,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,PT FREE,0<ICC<=0.3,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.159
TEMP<=30,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,PURE PT,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.602
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,IR FREE,50<RU<=75,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0.3<ICC<=0.4,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.889
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,IR FREE,0<RU<=25,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0<ICC<=0.3,0.5<AL<=0.75,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.808
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,IR FREE,25<RU<=50,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,0.75<AL<=1,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.923
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,IR FREE,25<RU<=50,15<O<=25,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.877
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.86
TEMP<=30,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.605
30<TEMP<=40,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.762
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.801
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.876
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.932
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.04
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,75<RU<=100,15<O<=25,0.5<ICA<=0.75,20<PT<=40,0.5<ICC<=0.7,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.093
80<TEMP<=90,PRESS=1,6<FR<=24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,40<PT<=60,0.4<ICC<=0.5,AL<=0.25,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,2.693
TEMP>100,1<PRESS<=2,6<FR<=24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,40<PT<=60,0.4<ICC<=0.5,AL<=0.25,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,7.046
TEMP>100,1<PRESS<=2,6<FR<=24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,40<PT<=60,0.4<ICC<=0.5,AL<=0.25,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,7.683
TEMP>100,2<PRESS<=3,6<FR<=24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,40<PT<=60,0.4<ICC<=0.5,AL<=0.25,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,8.342
30<TEMP<=40,PRESS=1,6<FR<=24,5<AA<=25,PURE IR,RU FREE,O FREE,0.2<ICA<=0.3,PURE PT,0<ICC<=0.3,0.75<AL<=1,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.107
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.085
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,2.655
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.75
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.855
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.97
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.95
70<TEMP<=80,PRESS=1,FR>24,AA<=5,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.166
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.90039
70<TEMP<=80,PRESS=1,FR>24,AA<=5,50<IR<=75,RU FREE,0<O<=15,0.3<ICA<=0.4,20<PT<=40,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.82092
50<TEMP<=60,PRESS=1,FR>24,AA>25,PURE IR,RU FREE,O FREE,0.3<ICA<=0.4,20<PT<=40,0.5<ICC<=0.7,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.001
TEMP<=30,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.059
30<TEMP<=40,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.424
40<TEMP<=50,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.838
50<TEMP<=60,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.27
60<TEMP<=70,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.749
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.962
80<TEMP<=90,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,4.279
TEMP<=30,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.735
30<TEMP<=40,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.152
40<TEMP<=50,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.5
50<TEMP<=60,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.83
60<TEMP<=70,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.326
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.609
80<TEMP<=90,PRESS=1,3<FR<=6,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.515
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,4.055
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.331
30<TEMP<=40,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.66
40<TEMP<=50,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,3.041
